clus	markerGene	padj	significant
0	LOC5503858	0.0171380781555084	T
0	LOC5516586	0.01782391248381275	T
0	LOC5512766	0.01957267389917637	T
0	LOC5520454	0.020702943434986867	T
0	LOC5507846	0.020883142230703654	T
0	LOC5511118	0.02100188358249451	T
0	LOC125556806	0.021238166281403546	T
0	LOC5497837	0.023079280635064706	T
0	LOC5505750	0.024123723033309515	T
0	LOC125567938	0.024584155283123493	T
0	LOC5519992	0.025111928124976573	T
0	LOC5512172	0.025724239723248443	T
0	LOC5518904	0.026293440966867275	T
0	LOC5513665	0.02932403239103385	T
0	LOC5522305	0.029440434474115918	T
0	LOC5521454	0.02992317574082354	T
0	LOC116611752	0.02997983141481302	T
0	LOC5519265	0.03005254832333655	T
0	LOC5506658	0.030396305945709728	T
0	LOC5513475	0.03298198652153286	T
0	LOC5515866	0.032998038107791935	T
0	LOC116619473	0.033561541645416165	T
0	LOC116619720	0.03789475773646659	T
0	LOC5501164	0.038513890664244245	T
0	LOC5521649	0.039288354598895354	T
0	LOC116617418	0.03934302917619267	T
0	LOC5506116	0.04191484554634257	T
0	LOC5521508	0.04273358248079524	T
0	LOC5505879	0.04428489485214894	T
0	LOC5510413	0.044607333774951706	T
0	LOC5521347	0.04608524398530716	T
0	LOC5511062	0.04723363512208087	T
0	LOC5502512	0.04838227228985811	T
0	LOC116617909	0.049942813080636854	T
1	LOC5518478	1.7374581509757494e-259	T
1	LOC116614899	1.7374581509757494e-259	T
1	LOC5521450	5.314102870450094e-252	T
1	LOC5506668	9.670187398368057e-183	T
1	LOC5508180	1.6466245015339702e-166	T
1	LOC5518279	1.2616723321875484e-165	T
1	LOC5502284	9.893286322230609e-161	T
1	LOC5508366	7.493786385894209e-157	T
1	LOC5517840	1.3981414625787043e-149	T
1	LOC5509656	2.106389414313131e-149	T
1	LOC5514703	1.2382125426503088e-146	T
1	LOC116614105	1.3504797619198475e-134	T
1	LOC5516775	9.630779750590933e-124	T
1	LOC5511664	1.10179054212388e-121	T
1	LOC5518027	1.9006060631512524e-117	T
1	LOC5522011	5.4532009051391704e-117	T
1	LOC5521066	9.755245127022028e-114	T
1	LOC5512408	4.759542078540978e-112	T
1	LOC5509638	2.1774509215485625e-107	T
1	LOC116619989	2.265731347517089e-106	T
1	LOC5504076	1.987218126975617e-101	T
1	LOC116619148	1.1315679919876823e-100	T
1	LOC5507390	5.375011114101314e-98	T
1	LOC5515759	2.0488806615246861e-97	T
1	LOC5520990	5.693853449565142e-97	T
1	LOC5515613	1.7720786803680478e-95	T
1	LOC5502522	3.7894186178094206e-95	T
1	LOC5509746	3.0013596904909773e-94	T
1	LOC5518649	4.6204891064168134e-88	T
1	LOC5517736	1.4091924440426548e-85	T
1	LOC5515140	2.2525131838204067e-85	T
1	LOC5516360	4.935855881078355e-85	T
1	LOC125556723	8.10105173223609e-85	T
1	LOC5515447	3.84667292303649e-84	T
1	LOC5505740	4.8598997179836e-84	T
1	LOC5512384	1.019201537035611e-79	T
1	LOC5512500	3.769825762403512e-79	T
1	LOC5511494	1.7269785264921447e-76	T
1	LOC5515589	3.315893028362884e-76	T
1	LOC5508032	1.0312654937240761e-75	T
1	LOC5503801	4.1891810479590736e-75	T
1	LOC5513528	2.288287470958073e-74	T
1	LOC5510301	5.9793469844674466e-71	T
1	LOC5518698	2.5348041570550342e-70	T
1	LOC5521310	1.247441558312579e-69	T
1	LOC5509390	7.805551515425815e-69	T
1	LOC5506339	3.3268224662717287e-68	T
1	LOC5506189	3.386970785387059e-67	T
1	LOC5511946	5.1581828879023635e-67	T
1	LOC5503118	1.7707655149938654e-66	T
1	LOC5512055	7.721001698445836e-66	T
1	LOC5518061	9.609059620451442e-65	T
1	LOC5513668	1.8629479344373497e-64	T
1	LOC5508753	2.7071539268066907e-64	T
1	LOC5513208	6.942598409955439e-63	T
1	LOC5500990	8.070090244531411e-63	T
1	LOC5510751	8.637216053291046e-62	T
1	LOC5506518	1.3692156520846226e-61	T
1	LOC5516649	1.5207126407196418e-60	T
1	LOC116619810	1.8276629808018912e-60	T
1	LOC5503953	2.495334024028593e-60	T
1	LOC5507135	3.6416475031132416e-60	T
1	LOC5516830	6.658253319470068e-60	T
1	LOC5501458	1.1826731461461013e-59	T
1	LOC5511329	2.501129722033085e-59	T
1	LOC5519322	4.4584447603124835e-58	T
1	LOC5507554	8.937874215365079e-58	T
1	LOC5512488	9.441920559784982e-58	T
1	LOC5508714	1.0308358342412877e-57	T
1	LOC5513935	1.097309711090513e-57	T
1	LOC5505284	1.2613118062587717e-57	T
1	LOC116603383	2.646634553553274e-57	T
1	LOC5509823	2.646634553553274e-57	T
1	LOC5507933	2.811625322425606e-57	T
1	LOC5509128	6.026897092144321e-57	T
1	LOC5506859	9.120285355396174e-56	T
1	LOC116610133	1.5183947256614568e-55	T
1	LOC5502063	2.6948720088178693e-55	T
1	LOC5502207	7.052689893256971e-55	T
1	LOC5519586	2.1425794626198672e-54	T
1	LOC5506848	2.326267816594451e-54	T
1	LOC5496459	2.587843721914247e-54	T
1	LOC5515445	1.2504680339496243e-53	T
1	LOC5519864	4.987308992945989e-53	T
1	LOC5514847	1.2578514137378233e-52	T
1	LOC116620760	1.9160003375240562e-52	T
1	LOC5520980	2.3126423504372485e-52	T
1	LOC5502588	2.921779031203612e-52	T
1	LOC5517478	4.449635532661389e-52	T
1	LOC116618908	2.292711353784304e-51	T
1	LOC116618400	3.3645837032810765e-51	T
1	LOC5504943	6.805538380281233e-50	T
1	LOC5521427	6.580183200644858e-49	T
1	LOC5505043	1.0505951122154392e-48	T
1	LOC116612227	1.1975234650653049e-48	T
1	LOC5516764	4.986562582506576e-48	T
1	LOC5502556	1.8859504246606934e-46	T
1	LOC5497922	1.8859504246606934e-46	T
1	LOC5518724	1.955258743324571e-46	T
1	LOC116619930	1.1367846160152095e-45	T
1	LOC5505309	1.1827297763975851e-45	T
1	LOC5509206	2.825175101050163e-45	T
1	LOC5517911	4.468245699640798e-45	T
1	LOC5503619	2.5348449192094994e-44	T
1	LOC5514670	3.6136303657191463e-44	T
1	LOC116620285	4.322130315522728e-44	T
1	LOC116603914	4.4435132437670746e-44	T
1	LOC5517576	5.36325204965343e-44	T
1	LOC5521174	9.719557210005608e-44	T
1	LOC5505889	1.4354546730274402e-43	T
